"","x"
"cg03956142",5407
"cg03956465",5408
"cg03956556",5409
"cg03957108",5410
"cg03957288",5411
"cg03957712",5412
"cg03957964",5413
"cg03959652",5414
"cg03960643",5415
"cg03960951",5416
"cg03962019",5417
"cg03962027",5418
"cg03962396",5419
"cg03963772",5420
"cg03964231",5421
"cg03964283",5422
"cg03964556",5423
"cg03966402",5424
"cg03967706",5425
"cg03968445",5426
"cg03969757",5427
"cg03972038",5428
"cg03972287",5429
"cg03972619",5430
"cg03972751",5431
"cg03972931",5432
"cg03974092",5433
"cg03974928",5434
"cg03976212",5435
"cg03977237",5436
"cg03977782",5437
"cg03979344",5438
"cg03981006",5439
"cg03981213",5440
"cg03983243",5441
"cg03984502",5442
"cg03985370",5443
"cg03986120",5444
"cg03986375",5445
"cg03986600",5446
"cg03989617",5447
"cg03989701",5448
"cg03989854",5449
"cg03990624",5450
"cg03990706",5451
"cg03991032",5452
"cg03991512",5453
"cg03991594",5454
"cg03991667",5455
"cg03992638",5456
"cg03993410",5457
"cg03995116",5458
"cg03996297",5459
"cg03998126",5460
"cg03999123",5461
"cg04001264",5462
"cg04004007",5463
"cg04004289",5464
"cg04005032",5465
"cg04007179",5466
"cg04007936",5467
"cg04008656",5468
"cg04010303",5469
"cg04010581",5470
"cg04012975",5471
"cg04014330",5472
"cg04014889",5473
"cg04015779",5474
"cg04016300",5475
"cg04016348",5476
"cg04016899",5477
"cg04016956",5478
"cg04017541",5479
"cg04019067",5480
"cg04019195",5481
"cg04019442",5482
"cg04019669",5483
"cg04021995",5484
"cg04023117",5485
"cg04023684",5486
"cg04023996",5487
"cg04024969",5488
"cg04025518",5489
"cg04025581",5490
"cg04028233",5491
"cg04028333",5492
"cg04030186",5493
"cg04030203",5494
"cg04031656",5495
"cg04036118",5496
"cg04036479",5497
"cg04037485",5498
"cg04037898",5499
"cg04038594",5500
"cg04040316",5501
"cg04040539",5502
"cg04041064",5503
"cg04041294",5504
"cg04041705",5505
"cg04043112",5506
"cg04043868",5507
"cg04045637",5508
"cg04045776",5509
"cg04046171",5510
"cg04048194",5511
"cg04048321",5512
"cg04049086",5513
"cg04049246",5514
"cg04050203",5515
"cg04050463",5516
"cg04050843",5517
"cg04051089",5518
"cg04051488",5519
"cg04051518",5520
"cg04051536",5521
"cg04054412",5522
"cg04056525",5523
"cg04056615",5524
"cg04057430",5525
"cg04057956",5526
"cg04058245",5527
"cg04058551",5528
"cg04060154",5529
"cg04060219",5530
"cg04060381",5531
"cg04060562",5532
"cg04061729",5533
"cg04062007",5534
"cg04062576",5535
"cg04062948",5536
"cg04063568",5537
"cg04064013",5538
"cg04065686",5539
"cg04067458",5540
"cg04067678",5541
"cg04067698",5542
"cg04068216",5543
"cg04068658",5544
"cg04069056",5545
"cg04069552",5546
"cg04070150",5547
"cg04070435",5548
"cg04071434",5549
"cg04071836",5550
"cg04074570",5551
"cg04077179",5552
"cg04080314",5553
"cg04080945",5554
"cg04081874",5555
"cg04081978",5556
"cg04083183",5557
"cg04083403",5558
"cg04084157",5559
"cg04084271",5560
"cg04084590",5561
"cg04084821",5562
"cg04084909",5563
"cg04086827",5564
"cg04086891",5565
"cg04087608",5566
"cg04087693",5567
"cg04088433",5568
"cg04088732",5569
"cg04091748",5570
"cg04091966",5571
"cg04093430",5572
"cg04093455",5573
"cg04094160",5574
"cg04094567",5575
"cg04095564",5576
"cg04097289",5577
"cg04098553",5578
"cg04098618",5579
"cg04098967",5580
"cg04099562",5581
"cg04099803",5582
"cg04100724",5583
"cg04101484",5584
"cg04102018",5585
"cg04102082",5586
"cg04102296",5587
"cg04102896",5588
"cg04102944",5589
"cg04103301",5590
"cg04103518",5591
"cg04104385",5592
"cg04104463",5593
"cg04104673",5594
"cg04104679",5595
"cg04105396",5596
"cg04105754",5597
"cg04106641",5598
"cg04107706",5599
"cg04108086",5600
"cg04108195",5601
"cg04109263",5602
"cg04110052",5603
"cg04110571",5604
"cg04110765",5605
"cg04111154",5606
"cg04111974",5607
"cg04112554",5608
"cg04113348",5609
"cg04115680",5610
"cg04115989",5611
"cg04117116",5612
"cg04117529",5613
"cg04117904",5614
"cg04118146",5615
"cg04118160",5616
"cg04118365",5617
"cg04118889",5618
"cg04121186",5619
"cg04121944",5620
"cg04121983",5621
"cg04122028",5622
"cg04122115",5623
"cg04123138",5624
"cg04123667",5625
"cg04123958",5626
"cg04124389",5627
"cg04124729",5628
"cg04125700",5629
"cg04126539",5630
"cg04126866",5631
"cg04128614",5632
"cg04129576",5633
"cg04130516",5634
"cg04130555",5635
"cg04130591",5636
"cg04130851",5637
"cg04130971",5638
"cg04131018",5639
"cg04131468",5640
"cg04131501",5641
"cg04132830",5642
"cg04134624",5643
"cg04135292",5644
"cg04135908",5645
"cg04136305",5646
"cg04137710",5647
"cg04137806",5648
"cg04138506",5649
"cg04141188",5650
"cg04141390",5651
"cg04142398",5652
"cg04144598",5653
"cg04145791",5655
"cg04146048",5656
"cg04147092",5657
"cg04147618",5658
"cg04148340",5659
"cg04148867",5660
"cg04149186",5661
"cg04149449",5662
"cg04149829",5663
"cg04150055",5664
"cg04150308",5665
"cg04153067",5666
"cg04153882",5667
"cg04153971",5668
"cg04154104",5669
"cg04154281",5670
"cg04154445",5671
"cg04156520",5672
"cg04158630",5673
"cg04161431",5674
"cg04162275",5675
"cg04162316",5676
"cg04163896",5677
"cg04165624",5678
"cg04166812",5679
"cg04167064",5680
"cg04167324",5681
"cg04168436",5682
"cg04168829",5683
"cg04168924",5684
"cg04169469",5685
"cg04169476",5686
"cg04169770",5687
"cg04170233",5688
"cg04171392",5689
"cg04173950",5690
"cg04174442",5691
"cg04175509",5692
"cg04175582",5693
"cg04175952",5694
"cg04176022",5695
"cg04176516",5696
"cg04177975",5697
"cg04178407",5698
"cg04179740",5699
"cg04181061",5700
"cg04181115",5701
"cg04181812",5702
"cg04182635",5703
"cg04182655",5704
"cg04184175",5705
"cg04186556",5706
"cg04188260",5707
"cg04189112",5708
"cg04189329",5709
"cg04190578",5710
"cg04190606",5711
"cg04191285",5712
"cg04191885",5713
"cg04192455",5714
"cg04192711",5715
"cg04192879",5716
"cg04193235",5717
"cg04193285",5718
"cg04193717",5719
"cg04195373",5720
"cg04195911",5721
"cg04196288",5722
"cg04196919",5723
"cg04196926",5724
"cg04197544",5725
"cg04197789",5726
"cg04197976",5727
"cg04198597",5728
"cg04198941",5729
"cg04199297",5730
"cg04200591",5731
"cg04201234",5732
"cg04201608",5733
"cg04202135",5734
"cg04202209",5735
"cg04203737",5736
"cg04203883",5737
"cg04204168",5738
"cg04205043",5739
"cg04206122",5740
"cg04206337",5741
"cg04207200",5742
"cg04207566",5743
"cg04207618",5744
"cg04207821",5745
"cg04209170",5746
"cg04209192",5747
"cg04209727",5748
"cg04211240",5749
"cg04211440",5750
"cg04213448",5751
"cg04214310",5752
"cg04215507",5753
"cg04218899",5754
"cg04220619",5755
"cg04221461",5756
"cg04221597",5757
"cg04221741",5758
"cg04222851",5759
"cg04225626",5760
"cg04226139",5761
"cg04226429",5762
"cg04226713",5763
"cg04227740",5764
"cg04228083",5765
"cg04228573",5766
"cg04231169",5767
"cg04232475",5768
"cg04234156",5769
"cg04235854",5770
"cg04236764",5771
"cg04237451",5772
"cg04237581",5773
"cg04240809",5774
"cg04241421",5775
"cg04241940",5776
"cg04243635",5777
"cg04244133",5778
"cg04244970",5779
"cg04245317",5780
"cg04246600",5781
"cg04247657",5782
"cg04248528",5783
"cg04249847",5784
"cg04250758",5785
"cg04250847",5786
"cg04251980",5787
"cg04252879",5788
"cg04254211",5789
"cg04254410",5790
"cg04255022",5791
"cg04255554",5792
"cg04256367",5793
"cg04256768",5794
"cg04256838",5795
"cg04257237",5796
"cg04257609",5797
"cg04258655",5798
"cg04259392",5799
"cg04260531",5800
"cg04261021",5801
"cg04261763",5802
"cg04262128",5803
"cg04263029",5804
"cg04264144",5805
"cg04264558",5806
"cg04264612",5807
"cg04265065",5808
"cg04265576",5809
"cg04267101",5810
"cg04267215",5811
"cg04267424",5812
"cg04268179",5813
"cg04268384",5814
"cg04268405",5815
"cg04270283",5816
"cg04270312",5817
"cg04270539",5818
"cg04272551",5819
"cg04274098",5820
"cg04274358",5821
"cg04275146",5822
"cg04276865",5823
"cg04278944",5824
"cg04279210",5825
"cg04281230",5826
"cg04281884",5827
"cg04282184",5828
"cg04283340",5829
"cg04284377",5830
"cg04285512",5831
"cg04287366",5832
"cg04287515",5833
"cg04288071",5834
"cg04288975",5835
"cg04289242",5836
"cg04290072",5837
"cg04290831",5838
"cg04291050",5839
"cg04291190",5840
"cg04291211",5841
"cg04293184",5842
"cg04293733",5843
"cg04293746",5844
"cg04293756",5845
"cg04294034",5846
"cg04294426",5847
"cg04295410",5848
"cg04295534",5849
"cg04296410",5850
"cg04296683",5851
"cg04297442",5852
"cg04297588",5853
"cg04298210",5854
"cg04298620",5855
"cg04300684",5856
"cg04302128",5857
"cg04302527",5858
"cg04303024",5859
"cg04303199",5860
"cg04304119",5861
"cg04304222",5862
"cg04304345",5863
"cg04304770",5864
"cg04305771",5865
"cg04307083",5866
"cg04307172",5867
"cg04308306",5868
"cg04309649",5869
"cg04310096",5870
"cg04310193",5871
"cg04310284",5872
"cg04312122",5873
"cg04312977",5874
"cg04313551",5875
"cg04314100",5876
"cg04314650",5877
"cg04314760",5878
"cg04316160",5879
"cg04317201",5880
"cg04317399",5881
"cg04317929",5882
"cg04317985",5883
"cg04318006",5884
"cg04318752",5885
"cg04318901",5886
"cg04319582",5887
"cg04321805",5888
"cg04321926",5889
"cg04322052",5890
"cg04322329",5891
"cg04323926",5892
"cg04324237",5893
"cg04326641",5894
"cg04326942",5895
"cg04327611",5896
"cg04327785",5897
"cg04327947",5898
"cg04329261",5899
"cg04329870",5900
"cg04330371",5901
"cg04330548",5902
"cg04333773",5903
"cg04335591",5904
"cg04336027",5905
"cg04336405",5906
"cg04337186",5907
"cg04337454",5908
"cg04337549",5909
"cg04338778",5910
"cg04339551",5911
"cg04339553",5912
"cg04339837",5913
"cg04340533",5914
"cg04340950",5915
"cg04341060",5916
"cg04342828",5917
"cg04343139",5918
"cg04343297",5919
"cg04345269",5920
"cg04345867",5921
"cg04347414",5922
"cg04347491",5923
"cg04348533",5924
"cg04349239",5925
"cg04349438",5926
"cg04349571",5927
"cg04351740",5928
"cg04353073",5929
"cg04353319",5930
"cg04354551",5931
"cg04355384",5932
"cg04356548",5933
"cg04358187",5934
"cg04359093",5935
"cg04359302",5936
"cg04361508",5937
"cg04361843",5938
"cg04362223",5939
"cg04363039",5940
"cg04364888",5941
"cg04365202",5942
"cg04365423",5943
"cg04366185",5944
"cg04367175",5945
"cg04368794",5946
"cg04368876",5947
"cg04370215",5948
"cg04370307",5949
"cg04371354",5950
"cg04373810",5951
"cg04374241",5952
"cg04375918",5953
"cg04376066",5954
"cg04377933",5955
"cg04378487",5956
"cg04382789",5957
"cg04383679",5958
"cg04383857",5959
"cg04384377",5960
"cg04384615",5961
"cg04385386",5962
"cg04388023",5963
"cg04388093",5964
"cg04388597",5965
"cg04388989",5966
"cg04389398",5967
"cg04390578",5968
"cg04391455",5969
"cg04394058",5970
"cg04394787",5971
"cg04395012",5972
"cg04396187",5973
"cg04396213",5974
"cg04397133",5975
"cg04397146",5976
"cg04397347",5977
"cg04397581",5978
"cg04397844",5979
"cg04397974",5980
"cg04398268",5981
"cg04398312",5982
"cg04398985",5983
"cg04399083",5984
"cg04399564",5985
"cg04399625",5986
"cg04400060",5987
"cg04400734",5988
"cg04400972",5989
"cg04401184",5990
"cg04404159",5991
"cg04404249",5992
"cg04404310",5993
"cg04404551",5994
"cg04407088",5995
"cg04407762",5996
"cg04408104",5997
"cg04411170",5998
"cg04411283",5999
"cg04411335",6000
"cg04411639",6001
"cg04411685",6002
"cg04412186",6003
"cg04413152",6004
"cg04413953",6005
"cg04414148",6006
"cg04414191",6007
"cg04415268",6008
"cg04415471",6009
"cg04416060",6010
"cg04416734",6011
"cg04416752",6012
"cg04418091",6013
"cg04419051",6014
"cg04419897",6015
"cg04421688",6016
"cg04422341",6017
"cg04422517",6018
"cg04423188",6019
"cg04423201",6020
"cg04423730",6021
"cg04424621",6022
"cg04424997",6023
"cg04425443",6024
"cg04425966",6025
"cg04426458",6026
"cg04426657",6027
"cg04427333",6028
"cg04428702",6029
"cg04431054",6030
"cg04431616",6031
"cg04433882",6032
"cg04434607",6033
"cg04435494",6034
"cg04435546",6035
"cg04437312",6036
"cg04438009",6037
"cg04440019",6038
"cg04440408",6039
"cg04440476",6040
"cg04440646",6041
"cg04441307",6042
"cg04441847",6043
"cg04443475",6044
"cg04444302",6045
"cg04444642",6046
"cg04444761",6047
"cg04446004",6048
"cg04446274",6049
"cg04447017",6050
"cg04447330",6051
"cg04447890",6052
"cg04448212",6053
"cg04448582",6054
"cg04449703",6055
"cg04449857",6056
"cg04450349",6057
"cg04451839",6058
"cg04452713",6059
"cg04452872",6060
"cg04453140",6061
"cg04453471",6062
"cg04454042",6063
"cg04454360",6064
"cg04456854",6065
"cg04460656",6066
"cg04461329",6067
"cg04461706",6068
"cg04463011",6069
"cg04463613",6070
"cg04463703",6071
"cg04463889",6072
"cg04465073",6073
"cg04465078",6074
"cg04467576",6075
"cg04467805",6076
"cg04468741",6077
"cg04469448",6078
"cg04469650",6079
"cg04470013",6080
"cg04472379",6081
"cg04474425",6082
"cg04474832",6083
"cg04477010",6084
"cg04477106",6085
"cg04477447",6086
"cg04477970",6087
"cg04478143",6088
"cg04478353",6089
"cg04480633",6090
"cg04480914",6091
"cg04481096",6092
"cg04483213",6093
"cg04483487",6094
"cg04483809",6095
"cg04484646",6096
"cg04484962",6097
"cg04486857",6098
"cg04486940",6099
"cg04487260",6100
"cg04487404",6101
"cg04489412",6102
"cg04490243",6103
"cg04490547",6104
"cg04491282",6105
"cg04492620",6106
"cg04493448",6107
"cg04493740",6108
"cg04494540",6109
"cg04495483",6110
"cg04495664",6111
"cg04496356",6112
"cg04496378",6113
"cg04498228",6114
"cg04498434",6115
"cg04498823",6116
"cg04499114",6117
"cg04499301",6118
"cg04499392",6119
"cg04499492",6120
"cg04500460",6121
"cg04500524",6122
"cg04501234",6123
"cg04502704",6124
"cg04503340",6125
"cg04504095",6126
"cg04504700",6127
"cg04504730",6128
"cg04504957",6129
"cg04505310",6130
"cg04510365",6131
"cg04510441",6132
"cg04510523",6133
"cg04512256",6134
"cg04513616",6135
"cg04513967",6136
"cg04514601",6137
"cg04514736",6138
"cg04514882",6139
"cg04515429",6140
"cg04515859",6141
"cg04516501",6142
"cg04516741",6143
"cg04517300",6144
"cg04518304",6145
"cg04518473",6146
"cg04520607",6147
"cg04521819",6148
"cg04521925",6149
"cg04522213",6150
"cg04522339",6151
"cg04523259",6152
"cg04523536",6153
"cg04525271",6154
"cg04525496",6155
"cg04525811",6156
"cg04527275",6157
"cg04527423",6158
"cg04528819",6159
"cg04529370",6160
"cg04529572",6161
"cg04530845",6162
"cg04531442",6163
"cg04531630",6164
"cg04532288",6165
"cg04532770",6166
"cg04532921",6167
"cg04533279",6168
"cg04534032",6169
"cg04535387",6170
"cg04537039",6171
"cg04537173",6172
"cg04537978",6173
"cg04538134",6174
"cg04539386",6175
"cg04539724",6176
"cg04541229",6177
"cg04541569",6178
"cg04541946",6179
"cg04542842",6180
"cg04542940",6181
"cg04546455",6182
"cg04547147",6183
"cg04547234",6184
"cg04547312",6185
"cg04548249",6186
"cg04548337",6187
"cg04549703",6188
"cg04550865",6189
"cg04551607",6190
"cg04551707",6191
"cg04552989",6192
"cg04554246",6193
"cg04555097",6194
"cg04556126",6195
"cg04556535",6196
"cg04556560",6197
"cg04556644",6198
"cg04556945",6199
"cg04557233",6200
"cg04557744",6201
"cg04557908",6202
"cg04559534",6203
"cg04560456",6204
"cg04561309",6205
"cg04561327",6206
"cg04561332",6207
"cg04561722",6208
"cg04561747",6209
"cg04561751",6210
"cg04562304",6211
"cg04563556",6212
"cg04564000",6213
"cg04564274",6214
"cg04564383",6215
"cg04564770",6216
"cg04565054",6217
"cg04565108",6218
"cg04565674",6219
"cg04566220",6220
"cg04567480",6221
"cg04567755",6222
"cg04567783",6223
"cg04567893",6224
"cg04568616",6225
"cg04569181",6226
"cg04570333",6227
"cg04570692",6228
"cg04571282",6229
"cg04571367",6230
"cg04573180",6231
"cg04573595",6232
"cg04573984",6233
"cg04574209",6234
"cg04574222",6235
"cg04574379",6236
"cg04574922",6237
"cg04575049",6238
"cg04576021",6239
"cg04576672",6240
"cg04577801",6241
"cg04578922",6242
"cg04580111",6243
"cg04580151",6244
"cg04580925",6245
"cg04581938",6246
"cg04582357",6247
"cg04582364",6248
"cg04583031",6249
"cg04584281",6250
"cg04584489",6251
"cg04584667",6252
"cg04584884",6253
"cg04585017",6254
"cg04585382",6255
"cg04585419",6256
"cg04585822",6257
"cg04585931",6258
"cg04586036",6259
"cg04586876",6260
"cg04588674",6261
"cg04589802",6262
"cg04589887",6263
"cg04590068",6264
"cg04590080",6265
"cg04590273",6266
"cg04590323",6267
"cg04592375",6268
"cg04593944",6269
"cg04595593",6270
"cg04595822",6271
"cg04596060",6272
"cg04597648",6273
"cg04598984",6274
"cg04600154",6275
"cg04601137",6276
"cg04601228",6277
"cg04601691",6278
"cg04602433",6279
"cg04603482",6280
"cg04603718",6281
"cg04604143",6282
"cg04604276",6283
"cg04604747",6284
"cg04605217",6285
"cg04605537",6286
"cg04605572",6287
"cg04605670",6288
"cg04606307",6289
"cg04606769",6290
"cg04607114",6291
"cg04609342",6292
"cg04609694",6293
"cg04609744",6294
"cg04609859",6295
"cg04610156",6296
"cg04610399",6297
"cg04611179",6298
"cg04611891",6299
"cg04611908",6300
"cg04612171",6301
"cg04613586",6302
"cg04613777",6303
"cg04616259",6304
"cg04616318",6305
"cg04616549",6306
"cg04616566",6307
"cg04616606",6308
"cg04616768",6309
"cg04617412",6310
"cg04620020",6311
"cg04620668",6312
"cg04621100",6313
"cg04621435",6314
"cg04622913",6315
"cg04623623",6316
"cg04623857",6317
"cg04625072",6318
"cg04625646",6319
"cg04626222",6320
"cg04626565",6321
"cg04627377",6322
"cg04627479",6323
"cg04627926",6324
"cg04629621",6325
"cg04630359",6326
"cg04630382",6327
"cg04631128",6328
"cg04632369",6329
"cg04632686",6330
"cg04633983",6331
"cg04634493",6332
"cg04638311",6333
"cg04638416",6334
"cg04638909",6335
"cg04640560",6336
"cg04641706",6337
"cg04641831",6338
"cg04641870",6339
"cg04642300",6340
"cg04644460",6341
"cg04645342",6342
"cg04645545",6343
"cg04646275",6344
"cg04647200",6345
"cg04647533",6346
"cg04647605",6347
"cg04647787",6348
"cg04649033",6349
"cg04651121",6350
"cg04653168",6351
"cg04654552",6352
"cg04655309",6353
"cg04655481",6354
"cg04658357",6355
"cg04658591",6356
"cg04658601",6357
"cg04660060",6358
"cg04661107",6359
"cg04661272",6360
"cg04661614",6361
"cg04662284",6362
"cg04663705",6363
"cg04663744",6364
"cg04664262",6365
"cg04664817",6366
"cg04665120",6367
"cg04665204",6368
"cg04665471",6369
"cg04667664",6370
"cg04670354",6371
"cg04670975",6372
"cg04671066",6373
"cg04671080",6374
"cg04671121",6375
"cg04673724",6376
"cg04674625",6377
"cg04674988",6378
"cg04675439",6379
"cg04675539",6380
"cg04676354",6381
"cg04676614",6382
"cg04677464",6383
"cg04677859",6384
"cg04678825",6385
"cg04679148",6386
"cg04679197",6387
"cg04679505",6388
"cg04679564",6389
"cg04680480",6390
"cg04681538",6391
"cg04683187",6392
"cg04683740",6393
"cg04684673",6394
"cg04684870",6395
"cg04685372",6396
"cg04685888",6397
"cg04686121",6398
"cg04686788",6399
"cg04687515",6400
"cg04688368",6401
"cg04690108",6402
"cg04690272",6403
"cg04691296",6404
"cg04691333",6405
"cg04691337",6406
"cg04691460",6407
"cg04693958",6408
"cg04695023",6409
"cg04695454",6410
"cg04695476",6411
"cg04696116",6412
"cg04696266",6413
"cg04697817",6414
"cg04699040",6415
"cg04700328",6416
"cg04700737",6417
"cg04701542",6418
"cg04701907",6419
"cg04702241",6420
"cg04702586",6421
"cg04703270",6422
"cg04704265",6423
"cg04704458",6424
"cg04704690",6425
"cg04706178",6426
"cg04706544",6427
"cg04707251",6428
"cg04708453",6429
"cg04709365",6430
"cg04709427",6431
"cg04709860",6432
"cg04710768",6433
"cg04711590",6434
"cg04712261",6435
"cg04712826",6436
"cg04713304",6437
"cg04713622",6438
"cg04718017",6439
"cg04718414",6440
"cg04719776",6441
"cg04719986",6442
"cg04720265",6443
"cg04721110",6444
"cg04721809",6445
"cg04722310",6446
"cg04723117",6447
"cg04724018",6448
"cg04724146",6449
"cg04725311",6450
"cg04725401",6451
"cg04728121",6452
"cg04730910",6453
"cg04730961",6454
"cg04731143",6455
"cg04733387",6456
"cg04734576",6457
"cg04734735",6458
"cg04735138",6459
"cg04735310",6460
"cg04735541",6461
"cg04735886",6462
"cg04736140",6463
"cg04737131",6464
"cg04739571",6465
"cg04740794",6466
"cg04742492",6467
"cg04744098",6468
"cg04744780",6469
"cg04745561",6470
"cg04745590",6471
"cg04747504",6472
"cg04748006",6473
"cg04750290",6474
"cg04750593",6475
"cg04751083",6476
"cg04751868",6477
"cg04752582",6478
"cg04755031",6479
"cg04756207",6480
"cg04757064",6481
"cg04757109",6482
"cg04758190",6483
"cg04759478",6484
"cg04759679",6485
"cg04759874",6486
"cg04760427",6487
"cg04760895",6488
"cg04762133",6489
"cg04762682",6490
"cg04762699",6491
"cg04765298",6492
"cg04765320",6493
"cg04766337",6494
"cg04767553",6495
"cg04767647",6496
"cg04769602",6497
"cg04769815",6498
"cg04770203",6499
"cg04770352",6500
"cg04772891",6501
"cg04774073",6502
"cg04774357",6503
"cg04777174",6504
"cg04777732",6505
"cg04778723",6506
"cg04779597",6507
"cg04779946",6508
"cg04780142",6509
"cg04780462",6510
"cg04780546",6511
"cg04781683",6512
"cg04784052",6513
"cg04784307",6514
"cg04784316",6515
"cg04784672",6516
"cg04784920",6517
"cg04785091",6518
"cg04787627",6519
"cg04787747",6520
"cg04788970",6521
"cg04791769",6522
"cg04794183",6523
"cg04794444",6524
"cg04794813",6525
"cg04795355",6526
"cg04795810",6527
"cg04796289",6528
"cg04796803",6529
"cg04798271",6530
"cg04798758",6531
"cg04799897",6532
"cg04801716",6533
"cg04801829",6534
"cg04802034",6535
"cg04802182",6536
"cg04804914",6537
"cg04805552",6538
"cg04805689",6539
"cg04808014",6540
"cg04810484",6541
"cg04811814",6542
"cg04812054",6543
"cg04812757",6544
"cg04813883",6545
"cg04814124",6546
"cg04814450",6547
"cg04817303",6548
"cg04817397",6549
"cg04817453",6550
"cg04818654",6551
"cg04818845",6552
"cg04823994",6553
"cg04824142",6554
"cg04824169",6555
"cg04824328",6556
"cg04824466",6557
"cg04825297",6558
"cg04825610",6559
"cg04825752",6560
"cg04826403",6561
"cg04827261",6562
"cg04827961",6563
"cg04828338",6564
"cg04828493",6565
"cg04828564",6566
"cg04829863",6567
"cg04830281",6568
"cg04830409",6569
"cg04830825",6570
"cg04830934",6571
"cg04832063",6572
"cg04832088",6573
"cg04833497",6574
"cg04833780",6575
"cg04834810",6576
"cg04835100",6577
"cg04836038",6578
"cg04836221",6579
"cg04836428",6580
"cg04837039",6581
"cg04837182",6582
"cg04838715",6583
"cg04838847",6584
"cg04839060",6585
"cg04839527",6586
"cg04840159",6587
"cg04840997",6588
"cg04841737",6589
"cg04842607",6590
"cg04842881",6591
"cg04843461",6592
"cg04844016",6593
"cg04844460",6594
"cg04845649",6595
"cg04846076",6596
"cg04846482",6597
"cg04847116",6598
"cg04847707",6599
"cg04852067",6600
"cg04855535",6601
"cg04855622",6602
"cg04855678",6603
"cg04855834",6604
"cg04856731",6605
"cg04857354",6606
"cg04858164",6607
"cg04858180",6608
"cg04858261",6609
"cg04858567",6610
"cg04858895",6611
"cg04860548",6612
"cg04860674",6613
"cg04861468",6614
"cg04861677",6615
"cg04862438",6616
"cg04863645",6617
"cg04863892",6618
"cg04864747",6619
"cg04864926",6620
"cg04865264",6621
"cg04865316",6622
"cg04865751",6623
"cg04866128",6624
"cg04867391",6625
"cg04867482",6626
"cg04867509",6627
"cg04867531",6628
"cg04867919",6629
"cg04868151",6630
"cg04868728",6631
"cg04870330",6632
"cg04870368",6633
"cg04870569",6634
"cg04872106",6635
"cg04873147",6636
"cg04875128",6637
"cg04875566",6638
"cg04876145",6639
"cg04877519",6640
"cg04878542",6641
"cg04878553",6642
"cg04879029",6643
"cg04879945",6644
"cg04882125",6645
"cg04882273",6646
"cg04884244",6647
"cg04888180",6648
"cg04889095",6649
"cg04889780",6650
"cg04891054",6651
"cg04891368",6652
"cg04892104",6653
"cg04892212",6654
"cg04893067",6655
"cg04894536",6656
"cg04895159",6657
"cg04895403",6658
"cg04896252",6659
"cg04896577",6660
"cg04899093",6661
"cg04899689",6662
"cg04900296",6663
"cg04901257",6664
"cg04901692",6665
"cg04902323",6666
"cg04902446",6667
"cg04902782",6668
"cg04903269",6669
"cg04903706",6670
"cg04904662",6671
"cg04905851",6672
"cg04906754",6673
"cg04906879",6674
"cg04907171",6675
"cg04907802",6676
"cg04908419",6677
"cg04908472",6678
"cg04908805",6679
"cg04909017",6680
"cg04909400",6681
"cg04910259",6682
"cg04910541",6683
"cg04910877",6684
"cg04912914",6685
"cg04913399",6686
"cg04913746",6687
"cg04914412",6688
"cg04914580",6689
"cg04914929",6690
"cg04915010",6691
"cg04916354",6692
"cg04918467",6693
"cg04918691",6694
"cg04918742",6695
"cg04919112",6696
"cg04920416",6697
"cg04920773",6698
"cg04920811",6699
"cg04921727",6700
"cg04924889",6701
"cg04925631",6702
"cg04926767",6703
"cg04927173",6704
"cg04927657",6705
"cg04927884",6706
"cg04927889",6707
"cg04928044",6708
"cg04928701",6709
"cg04929581",6710
"cg04929868",6711
"cg04929953",6712
"cg04931708",6713
"cg04934403",6714
"cg04935052",6715
"cg04940394",6716
"cg04940570",6717
"cg04941359",6718
"cg04942919",6719
"cg04943368",6720
"cg04944002",6721
"cg04946387",6722
"cg04946555",6723
"cg04947170",6724
"cg04949150",6725
"cg04949439",6726
"cg04949837",6727
"cg04950139",6728
"cg04951122",6729
"cg04951214",6730
"cg04951768",6731
"cg04952455",6732
"cg04952588",6733
"cg04953417",6734
"cg04954408",6735
"cg04956792",6736
"cg04957596",6737
"cg04958293",6738
"cg04958428",6739
"cg04958799",6740
"cg04960033",6741
"cg04960243",6742
"cg04960897",6743
"cg04963221",6744
"cg04964099",6745
"cg04964266",6746
"cg04965129",6747
"cg04967354",6748
"cg04967374",6749
"cg04967411",6750
"cg04968182",6751
"cg04968468",6752
"cg04969475",6753
"cg04972411",6754
"cg04972977",6755
"cg04973085",6756
"cg04974157",6757
"cg04975338",6758
"cg04976001",6759
"cg04976462",6760
"cg04976865",6761
"cg04978747",6762
"cg04978839",6763
"cg04980135",6764
"cg04982586",6765
"cg04982951",6766
"cg04984522",6767
"cg04984785",6768
"cg04986618",6769
"cg04986697",6770
"cg04987336",6771
"cg04987661",6772
"cg04987984",6773
"cg04989171",6774
"cg04989360",6775
"cg04989483",6776
"cg04990315",6777
"cg04991486",6778
"cg04993035",6779
"cg04995330",6780
"cg04996684",6781
"cg04998702",6782
"cg04998737",6783
"cg04999691",6784
"cg05000269",6785
"cg05001302",6786
"cg05001423",6787
"cg05002500",6788
"cg05002708",6789
"cg05003723",6790
"cg05004092",6791
"cg05004394",6792
"cg05005308",6793
"cg05006042",6794
"cg05006349",6795
"cg05006526",6796
"cg05007511",6797
"cg05008055",6798
"cg05008190",6799
"cg05008505",6800
"cg05010174",6801
"cg05010272",6802
"cg05010284",6803
"cg05010579",6804
"cg05011083",6805
"cg05011816",6806
